AsOfDate,Account Number,Account Name,Branch Number,View,Amount
2025-07-31,101075,BUY/SELL CLEARING TELLER CAP       ,17,Average Balance,-1783.87
2025-07-31,101075,BUY/SELL CLEARING TELLER CAP       ,22,Average Balance,-6896.45
2025-07-31,101075,BUY/SELL CLEARING TELLER CAP       ,25,Average Balance,4838.71
2025-07-31,101076,BRINKS ATM VAULT                   ,90,Average Balance,1624796.13
2025-07-31,101076,BRINKS ATM VAULT                   ,90,Ending Balance,2375500
2025-07-31,101077,ATM CASH OTHER                     ,21,Average Balance,-16125.16
2025-07-31,101077,ATM CASH OTHER                     ,21,Ending Balance,-13360
2025-07-31,101095,ML DC/ATM POS CLEARINGS            ,90,Average Balance,-25414.61
2025-07-31,101095,ML DC/ATM POS CLEARINGS            ,90,Ending Balance,-25414.61
2025-07-31,101120,ATM CASH DISPENSED                 ,1,Average Balance,-86854.84
2025-07-31,101120,ATM CASH DISPENSED                 ,1,Ending Balance,-94760
2025-07-31,101120,ATM CASH DISPENSED                 ,2,Average Balance,-99193.55
2025-07-31,101120,ATM CASH DISPENSED                 ,2,Ending Balance,-80620
2025-07-31,101120,ATM CASH DISPENSED                 ,3,Average Balance,-42935.48
2025-07-31,101120,ATM CASH DISPENSED                 ,3,Ending Balance,-44100
2025-07-31,101120,ATM CASH DISPENSED                 ,4,Average Balance,-57976.77
2025-07-31,101120,ATM CASH DISPENSED                 ,4,Ending Balance,-49980
2025-07-31,101120,ATM CASH DISPENSED                 ,5,Average Balance,-37574.19
2025-07-31,101120,ATM CASH DISPENSED                 ,5,Ending Balance,-12380
2025-07-31,101120,ATM CASH DISPENSED                 ,6,Average Balance,-29825.81
2025-07-31,101120,ATM CASH DISPENSED                 ,6,Ending Balance,-42180
2025-07-31,101120,ATM CASH DISPENSED                 ,7,Average Balance,-62608.39
2025-07-31,101120,ATM CASH DISPENSED                 ,7,Ending Balance,-84380
2025-07-31,101120,ATM CASH DISPENSED                 ,9,Average Balance,-26806.45
2025-07-31,101120,ATM CASH DISPENSED                 ,9,Ending Balance,-7100
2025-07-31,101120,ATM CASH DISPENSED                 ,10,Average Balance,-49252.9
2025-07-31,101120,ATM CASH DISPENSED                 ,10,Ending Balance,-57380
2025-07-31,101120,ATM CASH DISPENSED                 ,15,Average Balance,-9041.29
2025-07-31,101120,ATM CASH DISPENSED                 ,15,Ending Balance,-1340
2025-07-31,101120,ATM CASH DISPENSED                 ,21,Average Balance,-16251.61
2025-07-31,101120,ATM CASH DISPENSED                 ,21,Ending Balance,-20180
2025-07-31,101120,ATM CASH DISPENSED                 ,22,Average Balance,-13177.42
2025-07-31,101120,ATM CASH DISPENSED                 ,22,Ending Balance,-10500
2025-07-31,101120,ATM CASH DISPENSED                 ,40,Average Balance,-726.45
2025-07-31,101120,ATM CASH DISPENSED                 ,41,Average Balance,-478.06
2025-07-31,101120,ATM CASH DISPENSED                 ,41,Ending Balance,-1020
2025-07-31,101122,ATM CASH DEPOSITS                  ,1,Average Balance,17211.65
2025-07-31,101122,ATM CASH DEPOSITS                  ,1,Ending Balance,9753
2025-07-31,101122,ATM CASH DEPOSITS                  ,2,Average Balance,18434.52
2025-07-31,101122,ATM CASH DEPOSITS                  ,2,Ending Balance,19363
2025-07-31,101122,ATM CASH DEPOSITS                  ,4,Average Balance,10863.13
2025-07-31,101122,ATM CASH DEPOSITS                  ,4,Ending Balance,5802
2025-07-31,101122,ATM CASH DEPOSITS                  ,5,Average Balance,11144.45
2025-07-31,101122,ATM CASH DEPOSITS                  ,5,Ending Balance,2474
2025-07-31,101122,ATM CASH DEPOSITS                  ,6,Average Balance,8871.77
2025-07-31,101122,ATM CASH DEPOSITS                  ,6,Ending Balance,6940
2025-07-31,101122,ATM CASH DEPOSITS                  ,7,Average Balance,7509.48
2025-07-31,101122,ATM CASH DEPOSITS                  ,7,Ending Balance,7144
2025-07-31,101122,ATM CASH DEPOSITS                  ,9,Average Balance,9397.81
2025-07-31,101122,ATM CASH DEPOSITS                  ,9,Ending Balance,4399
2025-07-31,101122,ATM CASH DEPOSITS                  ,10,Average Balance,20975.39
2025-07-31,101122,ATM CASH DEPOSITS                  ,10,Ending Balance,24575
2025-07-31,101122,ATM CASH DEPOSITS                  ,15,Average Balance,1856.29
2025-07-31,101122,ATM CASH DEPOSITS                  ,21,Average Balance,4946.87
2025-07-31,101122,ATM CASH DEPOSITS                  ,21,Ending Balance,523
2025-07-31,101122,ATM CASH DEPOSITS                  ,22,Average Balance,123.74
2025-07-31,101122,ATM CASH DEPOSITS                  ,40,Average Balance,426.74
2025-07-31,101122,ATM CASH DEPOSITS                  ,41,Average Balance,64.52
2025-07-31,101122,ATM CASH DEPOSITS                  ,41,Ending Balance,2000
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,1,Average Balance,-1073.61
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,1,Ending Balance,-1252
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,2,Average Balance,-529
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,2,Ending Balance,-529
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,3,Average Balance,100
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,3,Ending Balance,100
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,4,Average Balance,199.42
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,4,Ending Balance,222
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,5,Average Balance,163.71
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,5,Ending Balance,155
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,6,Average Balance,-568
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,6,Ending Balance,-576
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,7,Average Balance,813.61
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,7,Ending Balance,162
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,9,Average Balance,400.65
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,9,Ending Balance,60
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,10,Average Balance,127
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,10,Ending Balance,127
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,21,Average Balance,714
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,21,Ending Balance,714
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,22,Average Balance,20
2025-07-31,101126,ATM OVER/SHORT SUSPENSE            ,22,Ending Balance,20
2025-07-31,101130,RETURN ITEM CLEARING               ,90,Average Balance,-1048.13
2025-07-31,101135,PROOF SUSPENSE                     ,90,Average Balance,421.01
2025-07-31,101140,ACH FED RETURNS                    ,90,Average Balance,25454.82
2025-07-31,101140,ACH FED RETURNS                    ,90,Ending Balance,3215.05
2025-07-31,101145,ACH NON FED                        ,90,Average Balance,109587.13
2025-07-31,101145,ACH NON FED                        ,90,Ending Balance,23187.56
2025-07-31,101160,CARDHOLDER SWITCH CLEARING         ,90,Average Balance,389230.09
2025-07-31,101160,CARDHOLDER SWITCH CLEARING         ,90,Ending Balance,129890.72
2025-07-31,101160,CARDHOLDER SWITCH CLEARING         ,99,Average Balance,28182.6
2025-07-31,101160,CARDHOLDER SWITCH CLEARING         ,99,Ending Balance,31297.9
2025-07-31,101170,CASH ITEMS IN RESEARCH             ,90,Average Balance,6767.38
2025-07-31,101170,CASH ITEMS IN RESEARCH             ,90,Ending Balance,2941.56
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,1,Average Balance,1408218.46
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,1,Ending Balance,989513.63
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,2,Average Balance,387825.17
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,2,Ending Balance,425165.43
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,3,Average Balance,257558.82
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,3,Ending Balance,303550.63
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,4,Average Balance,270549.23
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,4,Ending Balance,315347.66
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,5,Average Balance,444140.15
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,5,Ending Balance,497152.12
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,6,Average Balance,280497.53
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,6,Ending Balance,329060.53
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,7,Average Balance,230418.33
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,7,Ending Balance,205575.9
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,9,Average Balance,206146.56
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,9,Ending Balance,270193.9
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,10,Average Balance,319478.98
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,10,Ending Balance,414340.57
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,15,Average Balance,245647.59
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,15,Ending Balance,275387.43
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,17,Average Balance,311190.06
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,17,Ending Balance,325335.78
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,21,Average Balance,556032.95
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,21,Ending Balance,604775.74
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,22,Average Balance,273477.83
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,22,Ending Balance,284797.9
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,24,Average Balance,420469.24
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,24,Ending Balance,437430.16
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,25,Average Balance,355479.04
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,25,Ending Balance,374092.01
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,40,Average Balance,127474.57
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,40,Ending Balance,149359.63
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,41,Average Balance,133186.73
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,41,Ending Balance,156193.04
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,90,Average Balance,5309450.31
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,90,Ending Balance,4525271.28
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,99,Average Balance,28182.6
2025-07-31,101999,TOTAL CASH & CASH ITEMS            ,99,Ending Balance,31297.9
2025-07-31,102010,FHLB - DALLAS                      ,20,Average Balance,2739203.03
2025-07-31,102010,FHLB - DALLAS                      ,20,Ending Balance,5045499.83
2025-07-31,102010,FHLB - DALLAS                      ,90,Average Balance,1750343.09
2025-07-31,102020,FEDERAL RESERVE-DALLAS             ,20,Average Balance,231245390.56
2025-07-31,102020,FEDERAL RESERVE-DALLAS             ,20,Ending Balance,222468751.64
2025-07-31,102020,FEDERAL RESERVE-DALLAS             ,90,Average Balance,-18.15
2025-07-31,102040,FROST BANK - DALLAS                ,90,Average Balance,6952501.28
2025-07-31,102040,FROST BANK - DALLAS                ,90,Ending Balance,7764450.23
2025-07-31,102050,CENTIER BANK - DC CLEARING         ,90,Average Balance,-2.14
2025-07-31,102070,TIB-DALLAS MMDA                    ,90,Average Balance,2197908.21
2025-07-31,102070,TIB-DALLAS MMDA                    ,90,Ending Balance,2205891.96
2025-07-31,102080,INTERBANK                          ,18,Average Balance,5892376.35
2025-07-31,102080,INTERBANK                          ,18,Ending Balance,5914651.57
2025-07-31,102100,TIB - DALLAS                       ,90,Average Balance,251879.6
2025-07-31,102100,TIB - DALLAS                       ,90,Ending Balance,243829.56
2025-07-31,102110,PLAINS CAPITAL BANK                ,90,Average Balance,51400.39
2025-07-31,102110,PLAINS CAPITAL BANK                ,90,Ending Balance,51400.39
2025-07-31,102140,NEXBANK                            ,18,Average Balance,5497647.37
2025-07-31,102140,NEXBANK                            ,18,Ending Balance,5517925.53
2025-07-31,102150,VERITEX BANK                       ,18,Average Balance,1084308.04
2025-07-31,102150,VERITEX BANK                       ,18,Ending Balance,1088335.82
2025-07-31,102160,VISTABANK                          ,18,Average Balance,5588942.24
2025-07-31,102160,VISTABANK                          ,18,Ending Balance,5610299.99
2025-07-31,102170,THE BANKERSBANK                    ,18,Average Balance,2195376.44
2025-07-31,102170,THE BANKERSBANK                    ,18,Ending Balance,2203510.36
2025-07-31,102180,TEXAS CAPITAL BANK                 ,18,Average Balance,5966666.42
2025-07-31,102180,TEXAS CAPITAL BANK                 ,18,Ending Balance,5988790.07
2025-07-31,102190,UNITED TEXAS BANK                  ,18,Average Balance,110416.29
2025-07-31,102190,UNITED TEXAS BANK                  ,18,Ending Balance,110815.56
2025-07-31,102200,AMERICAN NAT BANK WICHITA FALLS    ,18,Average Balance,3414507.96
2025-07-31,102200,AMERICAN NAT BANK WICHITA FALLS    ,18,Ending Balance,3427275.69
2025-07-31,102210,CADENCE BANK                       ,18,Average Balance,1088107.83
2025-07-31,102210,CADENCE BANK                       ,18,Ending Balance,1092131.85
2025-07-31,102220,SUSSER BANK                        ,18,Average Balance,5251703.58
2025-07-31,102220,SUSSER BANK                        ,18,Ending Balance,5271125.29
2025-07-31,102221,RIO BANK                           ,18,Average Balance,2015638.62
2025-07-31,102221,RIO BANK                           ,18,Ending Balance,2021121.77
2025-07-31,102999,TOTAL DUE FROM BANKS               ,18,Average Balance,38105691.14
2025-07-31,102999,TOTAL DUE FROM BANKS               ,18,Ending Balance,38245983.5
2025-07-31,102999,TOTAL DUE FROM BANKS               ,20,Average Balance,233984593.59
2025-07-31,102999,TOTAL DUE FROM BANKS               ,20,Ending Balance,227514251.47
2025-07-31,102999,TOTAL DUE FROM BANKS               ,90,Average Balance,11204012.28
2025-07-31,102999,TOTAL DUE FROM BANKS               ,90,Ending Balance,10265572.14
2025-07-31,103001,CDS AT OTHER BANKS                 ,18,Average Balance,250000
2025-07-31,103001,CDS AT OTHER BANKS                 ,18,Ending Balance,250000
2025-07-31,103998,TOTAL DUE FROM BANKS - TIME        ,18,Average Balance,250000
2025-07-31,103998,TOTAL DUE FROM BANKS - TIME        ,18,Ending Balance,250000
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,1,Average Balance,1408218.46
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,1,Ending Balance,989513.63
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,2,Average Balance,387825.17
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,2,Ending Balance,425165.43
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,3,Average Balance,257558.82
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,3,Ending Balance,303550.63
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,4,Average Balance,270549.23
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,4,Ending Balance,315347.66
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,5,Average Balance,444140.15
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,5,Ending Balance,497152.12
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,6,Average Balance,280497.53
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,6,Ending Balance,329060.53
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,7,Average Balance,230418.33
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,7,Ending Balance,205575.9
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,9,Average Balance,206146.56
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,9,Ending Balance,270193.9
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,10,Average Balance,319478.98
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,10,Ending Balance,414340.57
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,15,Average Balance,245647.59
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,15,Ending Balance,275387.43
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,17,Average Balance,311190.06
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,17,Ending Balance,325335.78
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,18,Average Balance,38355691.14
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,18,Ending Balance,38495983.5
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,20,Average Balance,233984593.59
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,20,Ending Balance,227514251.47
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,21,Average Balance,556032.95
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,21,Ending Balance,604775.74
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,22,Average Balance,273477.83
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,22,Ending Balance,284797.9
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,24,Average Balance,420469.24
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,24,Ending Balance,437430.16
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,25,Average Balance,355479.04
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,25,Ending Balance,374092.01
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,40,Average Balance,127474.57
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,40,Ending Balance,149359.63
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,41,Average Balance,133186.73
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,41,Ending Balance,156193.04
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,90,Average Balance,16513462.59
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,90,Ending Balance,14790843.42
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,99,Average Balance,28182.6
2025-07-31,103999,TOTAL CASH & DUE FROM BANKS        ,99,Ending Balance,31297.9
2025-07-31,104250,CMO FIXED                          ,20,Average Balance,35026506.61
2025-07-31,104250,CMO FIXED                          ,20,Ending Balance,34631431.39
2025-07-31,104251,CMO FIXED -  PREMIUM               ,20,Average Balance,114122.76
2025-07-31,104251,CMO FIXED -  PREMIUM               ,20,Ending Balance,112375.42
2025-07-31,104252,CMO FIXED -  DISCOUNT              ,20,Average Balance,-129155.53
2025-07-31,104252,CMO FIXED -  DISCOUNT              ,20,Ending Balance,-127135.71
2025-07-31,104259,CMO FIXED - NET BOOK VALUE         ,20,Average Balance,35011473.84
2025-07-31,104259,CMO FIXED - NET BOOK VALUE         ,20,Ending Balance,34616671.1
2025-07-31,104260,GNMA - FIXED RATE                  ,20,Average Balance,50385.99
2025-07-31,104260,GNMA - FIXED RATE                  ,20,Ending Balance,47894.58
2025-07-31,104261,GNMA - FIXED RATE - PREM           ,20,Average Balance,13.45
2025-07-31,104261,GNMA - FIXED RATE - PREM           ,20,Ending Balance,13.44
2025-07-31,104269,GNMA - FIXED RATE- NET BOOK VALUE  ,20,Average Balance,50399.44
2025-07-31,104269,GNMA - FIXED RATE- NET BOOK VALUE  ,20,Ending Balance,47908.02
2025-07-31,104270,MBS-GNMA VARIABLE                  ,20,Average Balance,567095.74
2025-07-31,104270,MBS-GNMA VARIABLE                  ,20,Ending Balance,566161.5
2025-07-31,104271,MBS-GNMA VARIABLE - PREM           ,20,Average Balance,1783.63
2025-07-31,104271,MBS-GNMA VARIABLE - PREM           ,20,Ending Balance,1743.17
2025-07-31,104279,MBS - GNMA VARIABLE NET BOOK  VALUE,20,Average Balance,568879.37
2025-07-31,104279,MBS - GNMA VARIABLE NET BOOK  VALUE,20,Ending Balance,567904.67
2025-07-31,104280,MBS - FIXED RATE                   ,20,Average Balance,8712203.64
2025-07-31,104280,MBS - FIXED RATE                   ,20,Ending Balance,8617036.73
2025-07-31,104281,MBS - FIXED RATE - PREM            ,20,Average Balance,81416.17
2025-07-31,104281,MBS - FIXED RATE - PREM            ,20,Ending Balance,80398.92
2025-07-31,104282,MBS - FIXED RATE - DISCOUNT        ,20,Average Balance,-5532.05
2025-07-31,104282,MBS - FIXED RATE - DISCOUNT        ,20,Ending Balance,-5415.32
2025-07-31,104283,MBS-FIXED-NET BOOK VALUE           ,20,Average Balance,8788087.76
2025-07-31,104283,MBS-FIXED-NET BOOK VALUE           ,20,Ending Balance,8692020.33
2025-07-31,104290,TOTAL USGA - AFS                   ,20,Average Balance,44418840.41
2025-07-31,104290,TOTAL USGA - AFS                   ,20,Ending Balance,43924504.12
2025-07-31,104292,AFS MARKET VALUE ADJUSTMENT        ,20,Average Balance,-4056343.45
2025-07-31,104292,AFS MARKET VALUE ADJUSTMENT        ,20,Ending Balance,-4076103.66
2025-07-31,104299,TOTAL USGA                         ,20,Average Balance,40362496.96
2025-07-31,104299,TOTAL USGA                         ,20,Ending Balance,39848400.46
2025-07-31,104310,STATE & MUNI BNDS HTM              ,20,Average Balance,24720000
2025-07-31,104310,STATE & MUNI BNDS HTM              ,20,Ending Balance,24720000
2025-07-31,104330,MUNICIPAL BND - PREM               ,20,Average Balance,45573.41
2025-07-31,104330,MUNICIPAL BND - PREM               ,20,Ending Balance,42489.84
2025-07-31,104340,MUNICIPAL BND - DISC               ,20,Average Balance,-208037.9
2025-07-31,104340,MUNICIPAL BND - DISC               ,20,Ending Balance,-207284.83
2025-07-31,104399,TOTAL STATE & MUNI BONDS           ,20,Average Balance,24557535.51
2025-07-31,104399,TOTAL STATE & MUNI BONDS           ,20,Ending Balance,24555205.01
2025-07-31,104400,CRA STATE & MUNI BONDS             ,20,Average Balance,3845000
